Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,birth_year_fb,market_value_eur,player_id,dob,age,join_method
brian luciatti,ar ARG,DF,Lanús,30,1993,10.6,0,0,0.3,0.0,4,1,340,410,82.93,12,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,brian luciatti,brian luciatti,lanus,1993,,,nan,,
brian salvareschi,ar ARG,DF,Godoy Cruz,24,1999,0.5,0,0,0.0,0.0,0,0,14,18,77.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,brian salvareschi,brian salvareschi,godoy cruz,1999,,,nan,,
brian sanchez,ar ARG,MF,Deportivo Riestra,30,1993,12.4,3,2,2.2,1.7,15,3,212,320,66.25,34,23,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,brian sanchez,brian sanchez,deportivo riestra,1993,,,nan,,
bruno barticciotto,cl CHI,"FW,MF",Talleres,22,2001,11.2,7,2,2.3,1.5,30,11,260,337,77.15,13,8,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,bruno barticciotto,bruno barticciotto,talleres,2001,,,nan,,
bruno bianchi,ar ARG,DF,Ind. Rivadavia,34,1989,11.1,0,0,0.1,0.0,1,0,282,390,72.31,20,15,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,bruno bianchi,bruno bianchi,ind rivadavia,1989,,,nan,,
bruno cabrera,ar ARG,"FW,MF",Lanús,20,2003,1.7,0,0,0.2,0.1,3,1,24,36,66.67,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,bruno cabrera,bruno cabrera,lanus,2003,200000,1235860,2003-05-21,22,key+birth_year
bruno leyes,ar ARG,MF,Godoy Cruz,22,2001,19.6,0,0,0.3,0.4,14,2,682,873,78.12,37,28,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,bruno leyes,bruno leyes,godoy cruz,2001,1800000,910641,2001-10-30,23,first+last+birth_year
bruno pitton,ar ARG,DF,Unión,30,1993,14.6,1,0,2.2,2.0,16,7,371,587,63.2,39,23,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,bruno pitton,bruno pitton,union,1993,400000,395216,1993-02-01,32,key+birth_year
bruno sepulveda,ar ARG,FW,Banfield,31,1992,13.0,6,1,4.7,1.3,29,11,146,214,68.22,7,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,bruno sepulveda,bruno sepulveda,banfield,1992,350000,690718,1992-09-17,33,key+birth_year
bruno zuculini,ar ARG,MF,Racing Club,30,1993,12.1,0,1,0.9,0.5,7,2,415,499,83.17,29,16,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,bruno zuculini,bruno zuculini,racing club,1993,600000,115507,1993-04-02,32,key+birth_year
bryan cabezas,ec ECU,"FW,DF",Sarmiento,26,1997,0.5,0,0,0.0,0.0,0,0,5,12,41.67,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,bryan cabezas,bryan cabezas,sarmiento,1997,,,nan,,
bryan reyna,pe PER,"FW,MF",Belgrano,25,1998,9.4,3,4,1.8,2.5,9,4,160,221,72.4,10,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,bryan reyna,bryan reyna,belgrano,1998,1500000,440312,1998-08-23,27,key+birth_year
camilo viganoni,ar ARG,FW,Tigre,20,2003,2.5,0,0,0.8,0.3,6,0,25,46,54.35,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,camilo viganoni,camilo viganoni,tigre,2003,,,nan,,
carlos arce,ar ARG,MF,Barracas Central,33,1990,0.5,0,0,0.0,0.0,0,0,31,37,83.78,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,carlos arce,carlos arce,barracas central,1990,,,nan,,
carlos izquierdoz,ar ARG,DF,Lanús,35,1988,19.6,0,0,0.5,0.1,7,2,711,878,80.98,36,26,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,carlos izquierdoz,carlos izquierdoz,lanus,1988,500000,116968,1988-11-03,36,key+birth_year
carlos quintana,ar ARG,DF,Rosario Central,35,1988,10.6,2,0,0.5,0.9,7,2,211,317,66.56,23,15,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,carlos quintana,carlos quintana,rosario central,1988,100000,54596,1988-02-11,37,key+birth_year
carlos sanchez,co COL,DF,Barracas Central,37,1986,11.0,0,0,0.3,0.1,4,1,223,292,76.37,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,carlos sanchez,carlos sanchez,barracas central,1986,,,nan,,
carlos villalba,ar ARG,MF,Platense,25,1998,9.1,0,1,0.2,0.6,3,3,220,298,73.83,35,17,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,carlos villalba,carlos villalba,platense,1998,550000,652968,1998-07-19,27,first+last+birth_year
cesar ibanez,ar ARG,DF,Huracán,24,1999,11.7,0,1,0.1,0.7,3,0,364,565,64.42,42,31,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cesar ibanez,cesar ibanez,huracan,1999,2500000,674391,1999-06-17,26,key+birth_year
cesar perez,cl CHI,"MF,FW",Defensa y Just,21,2002,10.0,0,0,0.7,0.6,15,1,483,577,83.71,20,10,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,cesar perez,cesar perez,defensa y justicia,2002,3000000,662746,2002-11-29,22,key+birth_year
christian ordonez,ar ARG,MF,Vélez Sarsfield,19,2004,22.3,0,3,1.2,2.4,16,1,562,724,77.62,53,30,43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,christian ordonez,christian ordonez,velez sarsfield,2004,,,nan,,
claudio aquino,ar ARG,MF,Vélez Sarsfield,32,1991,23.5,9,4,6.8,6.0,70,22,968,1475,65.63,21,14,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,claudio aquino,claudio aquino,velez sarsfield,1991,,,nan,,
claudio corvalan,ar ARG,DF,Unión,34,1989,22.6,0,1,2.6,0.8,26,4,961,1295,74.21,37,24,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,claudio corvalan,claudio corvalan,union,1989,225000,125108,1989-03-23,36,key+birth_year
claudio echeverri,ar ARG,"MF,FW",River Plate,18,2006,12.9,2,3,3.8,3.2,39,11,499,647,77.13,18,13,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,claudio echeverri,claudio echeverri,river plate,2006,,,nan,,
claudio valverde,ar ARG,"MF,DF",Godoy Cruz,21,2002,0.6,0,0,0.0,0.0,0,0,7,13,53.85,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,claudio valverde,claudio valverde,godoy cruz,2002,,,nan,,
cristian colman,py PAR,"FW,DF",Gimnasia–LP,29,1994,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,cristian colman,cristian colman,gimnasia lp,1994,,,nan,,
cristian ferreira,ar ARG,MF,San Lorenzo,24,1999,3.4,1,0,0.6,0.2,9,5,126,168,75.0,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cristian ferreira,cristian ferreira,san lorenzo,1999,500000,548468,1999-09-12,26,first+last+birth_year
cristian lema,ar ARG,DF,Boca Juniors,33,1990,9.0,1,0,0.4,0.2,10,3,378,485,77.94,18,12,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,cristian lema,cristian lema,boca juniors,1990,125000,147128,1990-03-24,35,key+birth_year
cristian medina,ar ARG,MF,Boca Juniors,21,2002,10.7,1,1,0.8,0.9,9,5,406,478,84.94,29,16,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,cristian medina,cristian medina,boca juniors,2002,8000000,661133,2002-06-01,23,first+last+birth_year
cristian nunez,py PAR,MF,Banfield,26,1997,16.9,0,0,0.0,0.1,0,0,532,648,82.1,74,53,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,cristian nunez,cristian nunez,banfield,1997,,,nan,,
cristian paz,ar ARG,DF,Deportivo Riestra,28,1995,8.1,0,0,0.4,0.0,2,1,61,124,49.19,19,14,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,cristian paz,cristian paz,deportivo riestra,1995,400000,357338,1995-04-24,30,first+last+birth_year
cristian tarragona,ar ARG,FW,San Lorenzo,32,1991,5.4,1,1,2.1,0.7,17,7,106,144,73.61,9,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,cristian tarragona,cristian tarragona,san lorenzo,1991,225000,422698,1991-04-09,34,first+last+birth_year
cristian torres,ar ARG,"MF,FW",Godoy Cruz,24,1999,0.7,0,0,0.2,0.0,2,0,8,11,72.73,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cristian torres,cristian torres,godoy cruz,1999,,,nan,,
cristian vega,ar ARG,MF,Cen. Córdoba–SdE,30,1993,4.4,0,0,0.1,0.1,6,2,139,181,76.8,19,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,cristian vega,cristian vega,cen cordoba sde,1993,150000,443689,1993-09-17,32,first+last+birth_year
cristopher fiermarin,uy URU,GK,Defensa y Just,26,1998,10.0,0,0,0.0,0.0,0,0,304,382,79.58,1,0,0,0,17.0,1.7,42.0,26.0,64.3,1.0,10.0,3.0,2.0,1.0,0.0,15.8,0.31,0.8,0.08,45.0,111.0,40.5,280.0,45.0,28.6,31.1,10.0,5.8,4.0,0.4,11.4,True,26.0,cristopher fiermarin,cristopher fiermarin,defensa y justicia,1998,,,nan,,
damian batallini,ar ARG,"MF,DF",Arg Juniors,27,1996,0.3,0,0,0.1,0.1,2,0,13,17,76.47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,damian batallini,damian batallini,arg juniors,1996,,,nan,,
damian diaz,ec ECU,MF,Banfield,37,1986,3.3,1,1,0.4,0.8,5,3,99,154,64.29,6,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,damian diaz,damian diaz,banfield,1986,,,nan,,
damian fernandez,ar ARG,DF,Vélez Sarsfield,23,2001,6.3,1,0,0.8,0.0,1,1,234,308,75.97,8,5,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,damian fernandez,damian fernandez,velez sarsfield,2001,2000000,706562,2001-01-02,24,first+last+birth_year
damian martinez,ar ARG,DF,Rosario Central,34,1990,9.5,1,0,0.2,0.3,5,1,308,417,73.86,14,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,damian martinez,damian martinez,rosario central,1990,125000,107282,1990-01-31,35,first+last+birth_year
damian perez,ar ARG,DF,Independiente,35,1988,14.7,0,0,0.1,0.3,4,1,439,647,67.85,26,18,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,damian perez,damian perez,independiente,1988,,,nan,,
damian puebla,ar ARG,"MF,FW",Instituto,21,2002,23.1,5,4,5.3,2.2,40,11,406,613,66.23,40,26,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,damian puebla,damian puebla,instituto,2002,3000000,1106216,2002-09-15,23,first+last+birth_year
daniel barrea,ar ARG,"MF,FW",Godoy Cruz,22,2001,13.9,3,4,1.9,4.5,32,10,201,300,67.0,13,9,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,daniel barrea,daniel barrea,godoy cruz,2001,1000000,1006250,2001-07-22,24,first+last+birth_year
daniel herrera,ar ARG,"DF,MF",San Lorenzo,19,2004,3.6,0,0,0.1,0.0,2,1,98,137,71.53,7,3,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,daniel herrera,daniel herrera,san lorenzo,2004,1200000,1250374,2004-02-06,21,key+birth_year
daniel juarez,ar ARG,FW,Barracas Central,22,2001,3.3,0,0,0.6,0.3,6,4,72,107,67.29,5,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,daniel juarez,daniel juarez,barracas central,2001,,,nan,,
daniel zabala,ar ARG,DF,River Plate,21,2003,1.6,0,0,0.0,0.0,0,0,43,65,66.15,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,daniel zabala,daniel zabala,river plate,2003,200000,1203749,2003-01-17,22,first+last+birth_year
dante campisi,ar ARG,GK,Unión,27,1996,1.0,0,0,0.0,0.0,0,0,11,17,64.71,0,0,0,0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.41,0.2,0.24,5.0,8.0,62.5,11.0,1.0,45.5,39.5,0.0,0.0,1.0,1.0,28.0,True,27.0,dante campisi,dante campisi,union,1996,,,nan,,
dardo miloc,ar ARG,MF,Barracas Central,33,1990,9.4,0,0,0.1,0.1,4,0,261,353,73.94,27,14,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,dardo miloc,dardo miloc,barracas central,1990,75000,118375,1990-10-16,35,key+birth_year
dario caceres,py PAR,"DF,MF",Defensa y Just,26,1998,4.5,0,0,0.0,0.2,1,0,179,225,79.56,9,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,dario caceres,dario caceres,defensa y justicia,1998,,,nan,,
dario sarmiento,ar ARG,"MF,FW",Tigre,20,2003,2.8,0,0,0.2,0.2,3,0,110,142,77.46,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,dario sarmiento,dario sarmiento,tigre,2003,,,nan,,
david barbona,ar ARG,"MF,FW",Defensa y Just,28,1995,0.4,0,0,0.0,0.0,1,0,17,21,80.95,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,david barbona,david barbona,defensa y justicia,1995,1000000,356089,1995-02-22,30,key+birth_year
david gallardo,ar ARG,"MF,DF",Sarmiento,26,1997,1.4,0,0,0.1,0.0,2,1,15,30,50.0,4,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,david gallardo,david gallardo,sarmiento,1997,,,nan,,
david gonzalez,ar ARG,"MF,FW",Racing Club,20,2003,0.5,0,0,0.1,0.0,3,0,29,36,80.56,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,david gonzalez,david gonzalez,racing club,2003,,,nan,,
david sotelo,ar ARG,MF,Newell's OB,20,2003,0.3,0,0,0.0,0.0,0,0,14,15,93.33,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,david sotelo,david sotelo,newell s ob,2003,300000,1061839,2003-07-30,22,first+last+birth_year
david zalazar,ar ARG,"FW,MF",Gimnasia–LP,21,2002,11.7,1,0,1.6,1.8,34,10,235,420,55.95,17,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,david zalazar,david zalazar,gimnasia lp,2002,250000,983867,2002-05-09,23,first+last+birth_year
dayro pena,0,"FW,MF",Tigre,0,0,0.5,0,0,0.0,0.1,0,0,11,14,78.57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,dayro pena,dayro pena,tigre,0,,,nan,,
delfor minervino,ar ARG,DF,Deportivo Riestra,27,1996,1.8,0,0,0.1,0.0,3,1,29,52,55.77,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,delfor minervino,delfor minervino,deportivo riestra,1996,,,nan,,
diego azcurra,ar ARG,"FW,MF",Sarmiento,25,1998,0.6,0,0,0.0,0.0,0,0,9,17,52.94,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,diego azcurra,diego azcurra,sarmiento,1998,,,nan,,
diego calcaterra,ar ARG,MF,Sarmiento,22,2001,1.0,0,0,0.1,0.1,1,0,22,33,66.67,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,diego calcaterra,diego calcaterra,sarmiento,2001,,,nan,,
diego herazo,co COL,"FW,MF",San Lorenzo,27,1996,1.5,0,0,0.3,0.5,5,0,13,22,59.09,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,diego herazo,diego herazo,san lorenzo,1996,550000,384580,1996-04-14,29,key+birth_year
diego matias rodriguez,ar ARG,GK,Arg Juniors,34,1989,27.0,0,0,0.8,0.0,0,0,586,804,72.89,1,1,0,0,28.0,1.04,90.0,63.0,73.3,10.0,37.0,4.0,4.0,0.0,0.0,26.4,0.26,-0.6,-0.02,126.0,323.0,39.0,620.0,85.0,37.6,36.0,6.0,2.0,18.0,0.67,14.8,True,34.0,diego matias rodriguez,diego rodriguez,arg juniors,1989,300000,90800,1989-06-25,36,first+last+birth_year
diego ortegoza,cl CHI,MF,Talleres,26,1997,13.7,0,0,0.5,1.0,18,5,615,730,84.25,40,21,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,diego ortegoza,diego ortegoza,talleres,1997,,,nan,,
diego pavia,ar ARG,DF,Barracas Central,18,2005,0.7,0,0,0.0,0.0,0,0,18,32,56.25,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,diego pavia,diego pavia,barracas central,2005,,,nan,,
diego tarzia,ar ARG,"FW,MF",Independiente,20,2003,10.1,0,0,1.0,1.3,19,5,157,243,64.61,11,9,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,diego tarzia,diego tarzia,independiente,2003,2500000,1225755,2003-04-26,22,key+birth_year
diego tonetto,ar ARG,MF,Ind. Rivadavia,35,1988,6.9,0,1,0.4,0.1,4,1,169,245,68.98,15,11,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,diego tonetto,diego tonetto,ind rivadavia,1988,25000,87890,1988-12-05,36,first+last+birth_year
dylan aquino,ar ARG,"FW,MF",Lanús,18,2005,7.2,1,4,1.9,3.6,29,12,164,230,71.3,15,11,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,dylan aquino,dylan aquino,lanus,2005,1800000,1150206,2005-06-04,20,key+birth_year
dylan gorosito,ar ARG,DF,Boca Juniors,17,2006,0.5,0,0,0.0,0.0,0,0,7,12,58.33,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,dylan gorosito,dylan gorosito,boca juniors,2006,,,nan,,
edinson cavani,uy URU,FW,Boca Juniors,36,1987,14.4,4,1,6.4,0.8,28,17,186,251,74.1,8,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,edinson cavani,edinson cavani,boca juniors,1987,500000,48280,1987-02-14,38,key+birth_year
eduardo salvio,ar ARG,"FW,MF",Lanús,33,1990,14.6,4,1,3.5,1.3,28,12,398,519,76.69,15,6,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,eduardo salvio,eduardo salvio,lanus,1990,1000000,84535,1990-07-13,35,key+birth_year
edwuin cetre,co COL,"FW,MF",Estudiantes–LP,26,1998,12.2,3,1,1.8,1.8,25,11,270,409,66.01,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,edwuin cetre,edwuin cetre,estudiantes lp,1998,2200000,470390,1998-01-01,27,first+last+birth_year
elian irala,ar ARG,MF,San Lorenzo,19,2004,17.5,2,0,0.6,0.2,14,3,562,739,76.05,51,36,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elian irala,elian irala,san lorenzo,2004,,,nan,,
elias baez,ar ARG,DF,San Lorenzo,19,2004,14.4,0,0,0.2,0.2,7,2,466,684,68.13,40,24,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elias baez,elias baez,san lorenzo,2004,3000000,1160854,2004-10-18,20,key+birth_year
elias cabrera,ar ARG,"MF,FW",Cen. Córdoba–SdE,20,2003,10.8,0,0,0.6,1.8,16,5,408,557,73.25,28,17,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,elias cabrera,elias cabrera,cen cordoba sde,2003,1200000,668513,2003-02-25,22,first+last+birth_year
elias gomez,ar ARG,DF,Vélez Sarsfield,29,1994,23.3,1,2,0.9,2.4,12,2,871,1167,74.64,49,25,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,elias gomez,elias gomez,velez sarsfield,1994,1300000,302139,1994-06-09,31,key+birth_year
elias lopez,ar ARG,DF,Sarmiento,23,2000,22.6,2,2,1.1,2.1,12,4,492,775,63.48,40,23,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,elias lopez,elias lopez,sarmiento,2000,450000,491691,2000-07-08,25,first+last+birth_year
elias ocampo,ar ARG,"DF,FW",Rosario Central,19,2004,1.7,0,0,0.0,0.2,0,0,35,58,60.34,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elias ocampo,elias ocampo,rosario central,2004,,,nan,,
elias pereyra,ar ARG,DF,Godoy Cruz,24,1999,12.5,0,0,0.1,0.2,3,1,352,500,70.4,33,21,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,elias pereyra,elias pereyra,godoy cruz,1999,300000,576027,1999-02-15,26,first+last+birth_year
emanuel aguilera,ar ARG,DF,Defensa y Just,34,1989,20.4,0,0,0.4,0.0,7,1,828,990,83.64,8,3,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,emanuel aguilera,emanuel aguilera,defensa y justicia,1989,200000,123015,1989-06-11,36,key+birth_year
emanuel coronel,ar ARG,DF,Rosario Central,26,1997,15.9,0,0,0.2,1.2,8,3,540,789,68.44,36,27,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,emanuel coronel,emanuel coronel,rosario central,1997,2700000,565194,1997-02-01,28,key+birth_year
emanuel dall'aglio,ar ARG,DF,Estudiantes–LP,18,2005,0.3,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,emanuel dall aglio,emanuel aglio,estudiantes lp,2005,,,nan,,
emanuel insua,ar ARG,DF,Banfield,32,1991,12.0,0,0,0.9,0.3,8,3,332,488,68.03,33,20,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,emanuel insua,emanuel insua,banfield,1991,,,nan,,
emanuel mammana,ar ARG,DF,Vélez Sarsfield,27,1996,18.0,0,0,0.2,0.0,5,2,654,819,79.85,34,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,emanuel mammana,emanuel mammana,velez sarsfield,1996,2800000,275512,1996-02-10,29,key+birth_year
emanuel rojas,ar ARG,MF,Banfield,18,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,emanuel rojas,emanuel rojas,banfield,2005,,,nan,,
emiliano giannunzio,ar ARG,MF,Unión,42,1982,0.0,0,0,0.0,0.0,0,0,1,3,33.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,42.0,emiliano giannunzio,emiliano giannunzio,union,1982,,,nan,,
emiliano mendez,ar ARG,MF,Sarmiento,34,1989,15.5,1,0,0.4,0.2,8,3,318,460,69.13,48,25,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,emiliano mendez,emiliano mendez,sarmiento,1989,,,nan,,
emiliano saliadarre,ar ARG,FW,Ind. Rivadavia,21,2002,0.1,0,0,0.0,0.0,0,0,5,7,71.43,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,emiliano saliadarre,emiliano saliadarre,ind rivadavia,2002,,,nan,,
emiliano viveros,ar ARG,"MF,FW",Arg Juniors,21,2002,9.0,0,2,0.5,0.5,11,2,308,435,70.8,16,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,emiliano viveros,emiliano viveros,arg juniors,2002,500000,907313,2002-09-30,23,first+last+birth_year
enrique bologna,ar ARG,GK,Defensa y Just,41,1982,17.0,0,0,0.0,0.0,0,0,387,567,68.25,1,0,0,0,16.0,0.94,60.0,42.0,75.0,7.0,41.2,3.0,1.0,2.0,0.0,18.6,0.27,2.6,0.15,119.0,277.0,43.0,404.0,66.0,45.5,37.9,9.0,3.0,8.0,0.47,11.9,True,41.0,enrique bologna,enrique bologna,defensa y justicia,1982,25000,30753,1982-02-13,43,key+birth_year
enzo briones,ar ARG,MF,Godoy Cruz,19,2004,0.3,0,0,0.0,0.0,0,0,3,3,100.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,enzo briones,enzo briones,godoy cruz,2004,,,nan,,
enzo copetti,ar ARG,"FW,MF",Rosario Central,28,1996,15.8,1,2,3.6,1.5,19,7,247,404,61.14,7,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,enzo copetti,enzo copetti,rosario central,1996,3000000,504254,1996-01-16,29,key+birth_year
enzo diaz,ar ARG,DF,River Plate,28,1995,9.3,0,0,0.1,0.4,5,2,561,687,81.66,28,22,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,enzo diaz,enzo diaz,river plate,1995,,,nan,,
enzo martin roldan,ar ARG,MF,Unión,23,2000,6.9,0,0,0.5,0.2,8,1,209,272,76.84,12,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,enzo martin roldan,enzo roldan,union,2000,500000,814970,2000-12-08,24,first+last+birth_year
enzo martinez,uy URU,DF,Gimnasia–LP,25,1998,8.4,0,0,0.0,0.1,3,1,276,406,67.98,28,23,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,enzo martinez,enzo martinez,gimnasia lp,1998,600000,578737,1998-04-29,27,first+last+birth_year
enzo perez,ar ARG,MF,Estudiantes–LP,37,1986,20.6,0,0,0.0,0.6,1,0,1086,1240,87.58,43,23,27,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,enzo perez,enzo perez,estudiantes lp,1986,250000,56066,1986-02-22,39,first+last+birth_year
eric meza,ar ARG,DF,Estudiantes–LP,24,1999,18.1,1,2,0.4,2.5,13,3,622,882,70.52,40,27,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,eric meza,eric meza,estudiantes lp,1999,2000000,830857,1999-04-08,26,first+last+birth_year
eric ramirez,ve VEN,"FW,DF",Tigre,25,1998,5.1,1,1,0.9,0.3,14,5,55,98,56.12,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,eric ramirez,eric ramirez,tigre,1998,,,nan,,
eric remedi,ar ARG,MF,San Lorenzo,28,1995,17.8,0,0,0.5,0.9,12,3,643,801,80.27,51,34,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,eric remedi,eric remedi,san lorenzo,1995,,,nan,,
