Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
mourad batna,ma MAR,MF,Al-Fateh,34,1990,26.7,13,6,99,39,0.0,0.0,0.0,0.0,8,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,mourad batna,mourad batna,al fateh,1990,1990.0,500000,234975,1990-06-27,35,first+last+birth_year
moussa dembele,fr FRA,FW,Al-Ettifaq,28,1996,17.0,7,4,34,17,0.0,0.0,0.0,0.0,3,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,moussa dembele,moussa dembele,al ettifaq,1996,1996.0,8000000,229004,1996-07-12,29,first+last+birth_year
moussa diaby,fr FRA,MF,Al-Ittihad,25,1999,22.1,5,14,38,15,0.0,0.0,0.0,0.0,10,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,moussa diaby,moussa diaby,al ittihad,1999,1999.0,30000000,395516,1999-07-07,26,first+last+birth_year
muath fagihy,sa KSA,DF,Al-Ittihad,22,2002,2.8,0,1,1,0,0.0,0.0,0.0,0.0,3,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,muath fagihy,muath fagihy,al ittihad,2002,2002.0,450000,1092873,2002-05-30,23,first+last+birth_year
muhannad al qaidhi,sa KSA,DF,Al Okhdood SC,26,1998,19.8,1,0,12,2,0.0,0.0,0.0,0.0,16,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,muhannad al qaidhi,muhannad qaidhi,al okhdood sc,1998,1998.0,,,nan,,
muhannad shenqeeti,sa KSA,DF,Al-Ittihad,25,1999,22.7,1,5,16,5,0.0,0.0,0.0,0.0,35,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,muhannad shenqeeti,muhannad shenqeeti,al ittihad,1999,1999.0,1200000,229879,1999-03-12,26,fuzzy_global(94.44444444444444)
mukhtar ali,sa KSA,MF,Al-Ettifaq,26,1997,12.2,0,0,3,0,0.0,0.0,0.0,0.0,10,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,mukhtar ali,mukhtar ali,al ettifaq,1997,1997.0,550000,258911,1997-10-30,27,first+last+birth_year
muntathir al shaqaq,sa KSA,DF,Al-Fateh,19,2005,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,muntathir al shaqaq,muntathir shaqaq,al fateh,2005,2005.0,,,nan,,
murad al hawsawi,sa KSA,MF,Al-Khaleej,23,2001,16.0,1,0,12,1,0.0,0.0,0.0,0.0,43,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,murad al hawsawi,murad hawsawi,al khaleej,2001,2001.0,250000,1161121,2001-06-03,24,first+last+birth_year
murad khudhri,sa KSA,FW,Al-Wehda,21,2003,4.2,3,0,12,8,0.0,0.0,0.0,0.0,4,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,murad khudhri,murad khudhri,al wehda,2003,2003.0,,,nan,,
musa barrow,gm GAM,"FW,MF",Al-Taawoun,25,1998,28.2,13,3,97,36,0.0,0.0,0.0,0.0,11,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,musa barrow,musa barrow,al taawoun,1998,1998.0,6500000,486624,1998-11-14,26,first+last+birth_year
musab al juwayr,sa KSA,MF,Al-Shabab,21,2003,25.9,4,9,40,12,0.0,0.0,0.0,0.0,45,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,musab al juwayr,musab juwayr,al shabab,2003,2003.0,4000000,901181,2003-06-20,22,first+last+birth_year
muteb al mufarrij,sa KSA,DF,Al-Taawoun,27,1996,13.1,1,0,4,1,0.0,0.0,0.0,0.0,11,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,muteb al mufarrij,muteb mufarrij,al taawoun,1996,1996.0,200000,631917,1996-08-19,29,first+last+birth_year
myziane maolida,km COM,"MF,FW",Al Kholood Saudi Club,25,1999,31.7,15,0,104,52,0.0,0.0,0.0,0.0,16,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,myziane maolida,myziane maolida,al kholood saudi club,1999,1999.0,1000000,371142,1999-02-14,26,first+last+birth_year
n'golo kante,fr FRA,MF,Al-Ittihad,33,1991,30.3,4,3,17,7,0.0,0.0,0.0,0.0,50,0.0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,n golo kante,n kante,al ittihad,1991,1991.0,5000000,225083,1991-03-29,34,first+last+birth_year
nacho,es ESP,DF,Al-Qadsiah,34,1990,31.0,0,1,17,6,0.0,0.0,0.0,0.0,16,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,nacho,nacho,al qadsiah,1990,1990.0,2000000,58884,1990-01-18,35,fuzzy_global(100.0)
nader al-sharari,sa KSA,DF,Al-Shabab,28,1996,21.8,0,1,1,0,0.0,0.0,0.0,0.0,30,0.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,nader al sharari,nader sharari,al shabab,1996,1996.0,450000,364773,1996-05-08,29,first+last+birth_year
nahitan nandez,uy URU,MF,Al-Qadsiah,28,1995,27.7,0,6,9,4,0.0,0.0,0.0,0.0,54,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,nahitan nandez,nahitan nandez,al qadsiah,1995,1995.0,4500000,315063,1995-12-28,29,first+last+birth_year
naif asiri,sa KSA,DF,Al Okhdood SC,23,2001,23.7,1,0,9,4,0.0,0.0,0.0,0.0,27,0.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,naif asiri,naif asiri,al okhdood sc,2001,2001.0,275000,1145063,2001-02-18,24,first+last+birth_year
naif hazazi,sa KSA,MF,Al-Raed,31,1992,10.3,1,0,4,1,0.0,0.0,0.0,0.0,12,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,naif hazazi,naif hazazi,al raed,1992,1992.0,,,nan,,
naif masoud,sa KSA,"MF,DF",Al-Fateh,23,2001,2.9,0,0,2,0,0.0,0.0,0.0,0.0,7,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,naif masoud,naif masoud,al fateh,2001,2001.0,125000,1092630,2001-03-08,24,first+last+birth_year
nasser al-dawsari,sa KSA,MF,Al-Hilal,25,1998,11.6,1,1,17,2,0.0,0.0,0.0,0.0,33,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,nasser al dawsari,nasser dawsari,al hilal,1998,1998.0,600000,509911,1998-12-19,26,first+last+birth_year
nawaf al abed,sa KSA,MF,Al-Riyadh SC,34,1990,2.4,0,1,7,2,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,nawaf al abed,nawaf abed,al riyadh sc,1990,1990.0,,,nan,,
nawaf al aqidi,sa KSA,GK,Al-Fateh,24,2000,16.0,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,0,22.0,1.37,79.0,60.0,74.7,2.0,12.5,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,24.0,nawaf al aqidi,nawaf aqidi,al fateh,2000,2000.0,650000,886183,2000-05-10,25,first+last+birth_year
nawaf al ghulaimish,sa KSA,"MF,DF",Al-Shabab,0,0,3.6,0,0,1,0,0.0,0.0,0.0,0.0,3,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,nawaf al ghulaimish,nawaf ghulaimish,al shabab,0,2024.0,,,nan,,
nawaf al harthi,sa KSA,MF,Al-Fayha,25,1998,12.2,0,2,11,2,0.0,0.0,0.0,0.0,27,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,nawaf al harthi,nawaf harthi,al fayha,1998,1998.0,225000,901072,1998-10-12,27,first+last+birth_year
nawaf al qamiri,sa KSA,"MF,DF",Al-Orobah,23,2001,4.3,0,1,1,0,0.0,0.0,0.0,0.0,8,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,nawaf al qamiri,nawaf qamiri,al orobah,2001,2001.0,,,nan,,
nawaf al saadi,sa KSA,MF,Al-Shabab,22,2001,8.3,0,1,8,3,0.0,0.0,0.0,0.0,23,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,nawaf al saadi,nawaf saadi,al shabab,2001,2001.0,350000,901132,2000-10-21,25,
nawaf al sahli,sa KSA,FW,Al-Raed,21,2003,3.0,1,0,1,1,0.0,0.0,0.0,0.0,5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,nawaf al sahli,nawaf sahli,al raed,2003,2003.0,,,nan,,
nawaf al-azizi,sa KSA,MF,Al-Wehda,24,1999,0.9,0,0,1,1,0.0,0.0,0.0,0.0,3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nawaf al azizi,nawaf azizi,al wehda,1999,1999.0,,,nan,,
nawaf al-hawsawi,0,DF,Al-Riyadh SC,0,0,5.6,0,0,2,0,0.0,0.0,0.0,0.0,12,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,nawaf al hawsawi,nawaf hawsawi,al riyadh sc,0,2024.0,,,nan,,
nawaf boushal,sa KSA,DF,Al-Nassr,24,1999,24.3,2,6,11,3,0.0,0.0,0.0,0.0,59,0.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nawaf boushal,nawaf boushal,al nassr,1999,1999.0,1300000,821377,1999-09-16,26,first+last+birth_year
nicolae stanciu,ro ROU,MF,Damac,31,1993,28.8,5,7,78,31,0.0,0.0,0.0,0.0,19,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,nicolae stanciu,nicolae stanciu,damac,1993,1993.0,,,nan,,
nooh al-mousa,sa KSA,"MF,DF",Al-Fateh,33,1991,6.1,0,1,1,0,0.0,0.0,0.0,0.0,2,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,nooh al mousa,nooh mousa,al fateh,1991,1991.0,,,nan,,
noor al rashidi,sa KSA,DF,Damac,29,1995,7.7,0,0,2,1,0.0,0.0,0.0,0.0,28,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,noor al rashidi,noor rashidi,damac,1995,1995.0,150000,881423,1995-03-12,30,first+last+birth_year
norbert gyomber,sk SVK,DF,Al Kholood Saudi Club,32,1992,32.8,0,1,7,3,0.0,0.0,0.0,0.0,24,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,norbert gyomber,norbert gyomber,al kholood saudi club,1992,1992.0,1000000,205054,1992-07-03,33,first+last+birth_year
odion ighalo,ng NGA,FW,Al-Wehda,35,1989,26.3,6,2,50,20,0.0,0.0,0.0,0.0,7,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,odion ighalo,odion ighalo,al wehda,1989,1989.0,,,nan,,
omar al somah,sy SYR,FW,Al-Orobah,35,1989,16.8,11,3,60,27,0.0,0.0,0.0,0.0,6,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,omar al somah,omar somah,al orobah,1989,1989.0,600000,220688,1989-03-23,36,first+last+birth_year
omar shami,0,MF,Al-Raed,0,0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,omar shami,omar shami,al raed,0,2024.0,,,nan,,
orlando mosquera,pa PAN,GK,Al-Fayha,29,1994,29.5,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,0,37.0,1.25,118.0,88.0,73.7,10.0,33.3,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,29.0,orlando mosquera,orlando mosquera,al fayha,1994,1994.0,600000,402979,1994-12-25,30,first+last+birth_year
osama al-khalaf,sa KSA,"DF,MF",Al-Orobah,27,1996,6.4,0,0,2,1,0.0,0.0,0.0,0.0,11,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,osama al khalaf,osama khalaf,al orobah,1996,1996.0,,,nan,,
otabek shukurov,uz UZB,MF,Al-Fayha,28,1996,25.9,0,1,25,5,0.0,0.0,0.0,0.0,31,0.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,otabek shukurov,otabek shukurov,al fayha,1996,1996.0,,,nan,,
otavio,pt POR,MF,Al-Nassr,29,1995,24.1,1,5,20,4,0.0,0.0,0.0,0.0,37,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,otavio,otavio,al nassr,1995,1995.0,15000000,231289,1995-02-09,30,first+last+birth_year
othman al othman,sa KSA,MF,Al-Fateh,21,2003,8.7,0,1,15,3,0.0,0.0,0.0,0.0,20,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,othman al othman,othman othman,al fateh,2003,2003.0,175000,901153,2003-04-15,22,first+last+birth_year
oumar gonzalez,cm CMR,DF,Al-Raed,26,1998,25.2,3,0,7,4,0.0,0.0,0.0,0.0,22,0.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,oumar gonzalez,oumar gonzalez,al raed,1998,1998.0,,,nan,,
ousmane barry,gn GUI,FW,Al Okhdood SC,32,1991,10.3,1,2,20,6,0.0,0.0,0.0,0.0,4,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,ousmane barry,ousmane barry,al okhdood sc,1991,1991.0,,,nan,,
paulo vitor fagundes dos anjos,br BRA,GK,Al Okhdood SC,35,1988,31.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,49.0,1.56,136.0,95.0,69.9,7.0,21.9,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,35.0,paulo vitor fagundes dos anjos,paulo anjos,al okhdood sc,1988,1988.0,,,nan,,
pedro rebocho,pt POR,DF,Al-Khaleej,29,1995,32.8,0,7,8,2,0.0,0.0,0.0,0.0,36,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,pedro rebocho,pedro rebocho,al khaleej,1995,1995.0,900000,197860,1995-01-23,30,first+last+birth_year
peter szappanos,hu HUN,GK,Al-Fateh,33,1990,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,39.0,2.29,109.0,71.0,65.1,1.0,5.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,33.0,peter szappanos,peter szappanos,al fateh,1990,1990.0,,,nan,,
petros,br BRA,MF,Al Okhdood SC,35,1989,23.1,0,1,16,4,0.0,0.0,0.0,0.0,35,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,petros,petros,al okhdood sc,1989,1989.0,300000,200558,1989-05-29,36,first+last+birth_year
pierre-emerick aubameyang,ga GAB,FW,Al-Qadsiah,35,1989,31.4,17,3,117,56,0.0,0.0,0.0,0.0,4,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,pierre emerick aubameyang,pierre aubameyang,al qadsiah,1989,1989.0,,,nan,,
predrag rajkovic,rs SRB,GK,Al-Ittihad,28,1995,27.2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1,27.0,0.99,105.0,80.0,76.2,7.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,28.0,predrag rajkovic,predrag rajkovic,al ittihad,1995,1995.0,8000000,190263,1995-10-31,29,first+last+birth_year
qassem lajami,sa KSA,DF,Al-Qadsiah,28,1996,6.6,0,0,2,1,0.0,0.0,0.0,0.0,6,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,qassem lajami,qassem lajami,al qadsiah,1996,1996.0,250000,362905,1996-04-25,29,fuzzy_global(96.0)
radi al otaibi,sa KSA,"DF,MF",Al-Ettifaq,24,2000,20.4,0,1,19,6,0.0,0.0,0.0,0.0,20,0.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,radi al otaibi,radi otaibi,al ettifaq,2000,2000.0,450000,672388,2000-06-12,25,fuzzy_global(96.55172413793103)
raed al-ghamdi,sa KSA,"FW,MF",Al-Raed,30,1994,1.3,0,0,5,3,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,raed al ghamdi,raed ghamdi,al raed,1994,1994.0,,,nan,,
raed ozaybi,sa KSA,GK,Al-Khaleej,22,2001,9.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,20.0,2.22,56.0,39.0,69.6,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22.0,raed ozaybi,raed ozaybi,al khaleej,2001,2001.0,125000,888626,2001-09-22,24,first+last+birth_year
rafea al-ruwaili,sa KSA,GK,Al-Orobah,34,1990,2.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,1.82,17.0,13.0,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,34.0,rafea al ruwaili,rafea ruwaili,al orobah,1990,1990.0,,,nan,,
rakan al dosari,sa KSA,FW,Al-Raed,22,2002,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,rakan al dosari,rakan dosari,al raed,2002,2002.0,,,nan,,
rakan najjar,sa KSA,GK,Al Okhdood SC,29,1995,2.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,7.0,2.85,23.0,17.0,73.9,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,29.0,rakan najjar,rakan najjar,al okhdood sc,1995,1995.0,75000,112813,1995-05-30,30,first+last+birth_year
ramzi sawlan,sa KSA,"DF,MF",Damac,26,1998,24.3,1,3,11,4,0.0,0.0,0.0,0.0,54,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ramzi sawlan,ramzi sawlan,damac,1998,1998.0,,,nan,,
rangel,br BRA,"DF,MF",Al-Fayha,20,2004,4.8,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,rangel,rangel,al fayha,2004,2004.0,,,nan,,
rayan al bloushi,sa KSA,FW,Al-Riyadh SC,23,2001,0.9,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rayan al bloushi,rayan bloushi,al riyadh sc,2001,2001.0,,,nan,,
rayan hamidou,sa KSA,DF,Al-Ahli,22,2002,4.1,0,0,4,2,0.0,0.0,0.0,0.0,5,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,rayan hamidou,rayan hamidou,al ahli,2002,2002.0,,,nan,,
reda al abdullah,0,MF,Al-Fayha,0,0,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,reda al abdullah,reda abdullah,al fayha,0,2024.0,,,nan,,
renan lodi,br BRA,DF,Al-Hilal,26,1998,21.6,3,7,19,8,0.0,0.0,0.0,0.0,24,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,renan lodi,renan lodi,al hilal,1998,1998.0,,,nan,,
renne rivas,ve VEN,DF,Al-Taawoun,21,2003,15.9,1,1,7,3,0.0,0.0,0.0,0.0,21,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,renne rivas,renne rivas,al taawoun,2003,2003.0,,,nan,,
renzo lopez,uy URU,FW,Al-Fayha,30,1994,27.3,8,1,75,30,0.0,0.0,0.0,0.0,15,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,renzo lopez,renzo lopez,al fayha,1994,1994.0,,,nan,,
riyad mahrez,dz ALG,MF,Al-Ahli,33,1991,29.9,8,10,56,23,0.0,0.0,0.0,0.0,21,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,riyad mahrez,riyad mahrez,al ahli,1991,1991.0,8000000,171424,1991-02-21,34,first+last+birth_year
riyadh al-ibrahim,sa KSA,MF,Al Kholood Saudi Club,30,1993,0.2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,riyadh al ibrahim,riyadh ibrahim,al kholood saudi club,1993,1993.0,,,nan,,
robert renan,br BRA,DF,Al-Shabab,20,2003,30.1,0,4,8,2,0.0,0.0,0.0,0.0,38,0.0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,robert renan,robert renan,al shabab,2003,2003.0,,,nan,,
roberto firmino,br BRA,MF,Al-Ahli,32,1991,13.4,5,3,36,18,0.0,0.0,0.0,0.0,14,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,roberto firmino,roberto firmino,al ahli,1991,1991.0,,,nan,,
roger ibanez,br BRA,DF,Al-Ahli,25,1998,31.0,5,1,23,8,0.0,0.0,0.0,0.0,51,0.0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,roger ibanez,roger ibanez,al ahli,1998,1998.0,17000000,524481,1998-11-23,26,first+last+birth_year
roger martinez,co COL,FW,Al-Taawoun,30,1994,14.2,5,2,38,14,0.0,0.0,0.0,0.0,5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,roger martinez,roger martinez,al taawoun,1994,1994.0,1500000,285771,1994-06-23,31,first+last+birth_year
ruben neves,pt POR,MF,Al-Hilal,27,1997,24.8,1,8,26,8,0.0,0.0,0.0,0.0,27,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,ruben neves,ruben neves,al hilal,1997,1997.0,25000000,225161,1997-03-13,28,first+last+birth_year
saad al mosa,sa KSA,DF,Al-Ittihad,21,2002,19.8,0,0,5,0,0.0,0.0,0.0,0.0,25,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,saad al mosa,saad mosa,al ittihad,2002,2002.0,1200000,928499,2002-12-10,22,fuzzy_global(96.0)
saad al nasser,sa KSA,"DF,MF",Al-Taawoun,23,2001,24.0,1,2,11,2,0.0,0.0,0.0,0.0,43,0.0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,saad al nasser,saad nasser,al taawoun,2001,2001.0,650000,888634,2001-01-08,24,first+last+birth_year
saad al qahtani,0,DF,Al-Wehda,0,0,1.0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,saad al qahtani,saad qahtani,al wehda,0,2024.0,,,nan,,
saad al shurafa,sa KSA,FW,Al-Fateh,19,2004,4.2,0,1,4,1,0.0,0.0,0.0,0.0,3,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,saad al shurafa,saad shurafa,al fateh,2004,2004.0,,,nan,,
saad bguir,tn TUN,"MF,FW",Al-Wehda,30,1994,14.9,3,0,25,8,0.0,0.0,0.0,0.0,10,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,saad bguir,saad bguir,al wehda,1994,1994.0,,,nan,,
saad haqawi,sa KSA,FW,Al-Nassr,18,2005,0.7,0,1,3,0,0.0,0.0,0.0,0.0,3,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,saad haqawi,saad haqawi,al nassr,2005,2005.0,125000,1180074,2005-10-08,20,first+last+birth_year
saad yaslam,sa KSA,DF,Al-Ahli,24,2000,16.0,1,1,2,2,0.0,0.0,0.0,0.0,43,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,saad yaslam,saad yaslam,al ahli,2000,2000.0,,,nan,,
sadio mane,sn SEN,"MF,FW",Al-Nassr,32,1992,31.3,14,11,89,36,0.0,0.0,0.0,0.0,27,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,sadio mane,sadio mane,al nassr,1992,1992.0,8000000,200512,1992-04-10,33,first+last+birth_year
saeed al hamsal,sa KSA,DF,Al-Khaleej,28,1996,26.2,0,0,3,1,0.0,0.0,0.0,0.0,50,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,saeed al hamsal,saeed hamsal,al khaleej,1996,1996.0,250000,141976,1996-04-18,29,fuzzy_global(96.55172413793103)
saeed al mowalad,sa KSA,DF,Al-Wehda,33,1991,27.3,0,2,10,0,0.0,0.0,0.0,0.0,25,0.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,saeed al mowalad,saeed mowalad,al wehda,1991,1991.0,,,nan,,
saeed al rubaie,sa KSA,DF,Al Okhdood SC,30,1994,26.6,1,1,27,8,0.0,0.0,0.0,0.0,24,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,saeed al rubaie,saeed rubaie,al okhdood sc,1994,1994.0,225000,213257,1994-06-04,31,first+last+birth_year
saeed ba atiyah,0,"DF,MF",Al-Fateh,0,0,17.0,0,0,3,1,0.0,0.0,0.0,0.0,30,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,saeed ba atiyah,saeed atiyah,al fateh,0,2024.0,,,nan,,
saif balhareth,sa KSA,MF,Al Okhdood SC,18,2006,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,saif balhareth,saif balhareth,al okhdood sc,2006,2006.0,,,nan,,
saif rajab,0,FW,Al-Qadsiah,0,0,2.7,0,0,7,3,0.0,0.0,0.0,0.0,3,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,saif rajab,saif rajab,al qadsiah,0,2024.0,,,nan,,
saleh al abbas,sa KSA,FW,Al Okhdood SC,30,1993,7.0,3,0,18,7,0.0,0.0,0.0,0.0,6,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,saleh al abbas,saleh abbas,al okhdood sc,1993,1993.0,,,nan,,
